file_name,height,width,bbox
E300SA23130257_00295_209_1flight_1800_2.jpg,400,640,"[59.0, 0.0, 134.0, 214.0]"
E300SA23130257_00301_214_1flight_4800_0.jpg,400,640,"[0.0, 188.0, 174.0, 212.0]"
E300SA23130257_00054_035_1flight_1800_0.jpg,400,640,"[29.0, 197.0, 115.0, 203.0]"
E300SA22440035_01533_862_1flight_6300_0.jpg,400,640,"[189.0, 292.0, 99.0, 108.0]"
E300PREMP00002_00727_218_1flight_3900_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440034_00465_143_1flight_13200_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300SA22440034_00447_133_1flight_1500_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300SA23130257_00057_043_1flight_11700_0.jpg,400,640,"[93.0, 323.0, 180.0, 77.0]"
EL300858804493_00330_112_1flight_600_2.jpg,400,640,"[329.0, 0.0, 147.0, 143.0]"
E300PREMP00002_00726_217_1flight_10200_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440034_00447_133_1flight_10200_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300SA23130257_00267_199_1flight_5100_2.jpg,400,640,"[44.0, 0.0, 157.0, 128.0]"
EL300858804493_00188_043_1flight_0_0.jpg,400,640,"[65.0, 0.0, 215.0, 400.0]"
E300SA22440034_00465_143_1flight_5100_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300SA22440035_01502_839_1flight_300_0.jpg,400,640,"[219.0, 336.0, 79.0, 64.0]"
E300SA22440035_01533_862_1flight_300_0.jpg,400,640,"[189.0, 248.0, 96.0, 152.0]"
E300PREMP00002_00726_217_1flight_1200_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
EL300858804493_00330_112_1flight_1800_2.jpg,400,640,"[329.0, 0.0, 144.0, 143.0]"
E300PREMP00002_00727_218_1flight_9600_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00726_217_1flight_9600_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00727_218_1flight_11400_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440035_01502_839_1flight_8100_0.jpg,400,640,"[202.0, 273.0, 92.0, 127.0]"
E300SA22440034_00465_143_1flight_10800_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300SA22440034_00447_133_1flight_5700_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300SA22440034_00447_133_1flight_3300_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
EL300858804493_00193_048_1flight_1500_0.jpg,400,640,"[0.0, 0.0, 86.0, 38.0]"
E300SA22440034_00452_136_1flight_5100_2.jpg,400,640,"[130.0, 0.0, 98.0, 87.0]"
E300SA22440034_00451_135_1flight_2100_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
EL300858804493_00330_112_1flight_4800_2.jpg,400,640,"[329.0, 0.0, 144.0, 144.0]"
EL300858804493_00330_112_1flight_11400_2.jpg,400,640,"[329.0, 0.0, 135.0, 144.0]"
E300SA23130257_00267_199_1flight_4200_2.jpg,400,640,"[44.0, 0.0, 135.0, 124.0]"
E300PREMP00002_00726_217_1flight_9000_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00727_218_1flight_5100_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00725_216_1flight_9900_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00301_214_1flight_6600_0.jpg,400,640,"[0.0, 188.0, 174.0, 212.0]"
E300SA23130257_00295_209_1flight_600_2.jpg,400,640,"[59.0, 0.0, 135.0, 224.0]"
E300PREMP00002_00727_218_1flight_8400_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440035_01502_839_1flight_2100_0.jpg,400,640,"[219.0, 336.0, 79.0, 64.0]"
E300PREMP00002_00726_217_1flight_11400_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00725_216_1flight_2700_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00053_034_1flight_0_0.jpg,400,640,"[12.0, 64.0, 113.0, 336.0]"
E300SA22440035_01502_839_1flight_11700_0.jpg,400,640,"[219.0, 336.0, 79.0, 64.0]"
E300SA22440034_00447_133_1flight_900_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300SA23130257_00057_043_1flight_3300_0.jpg,400,640,"[93.0, 338.0, 132.0, 62.0]"
E300SA22440035_01533_862_1flight_1500_0.jpg,400,640,"[189.0, 248.0, 96.0, 152.0]"
E300SA23130257_00054_035_1flight_1200_0.jpg,400,640,"[29.0, 191.0, 113.0, 209.0]"
EL300858804493_00193_048_1flight_900_0.jpg,400,640,"[0.0, 0.0, 82.0, 44.0]"
E300PREMP00002_00725_216_1flight_11100_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00727_218_1flight_7200_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
EL300858804493_00184_039_1flight_4500_2.jpg,400,640,"[65.0, 0.0, 147.0, 85.0]"
E300SA23130257_00267_199_1flight_6900_2.jpg,400,640,"[44.0, 0.0, 157.0, 128.0]"
E300SA22440035_01510_843_1flight_10500_0.jpg,400,640,"[185.0, 122.0, 132.0, 278.0]"
E300SA22440035_01502_839_1flight_8700_0.jpg,400,640,"[219.0, 336.0, 79.0, 64.0]"
E300PREMP00002_00726_217_1flight_12600_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
EL300858804493_00188_043_1flight_1200_0.jpg,400,640,"[65.0, 0.0, 215.0, 400.0]"
E300PREMP00002_00726_217_1flight_12000_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440035_01510_843_1flight_8700_0.jpg,400,640,"[243.0, 313.0, 96.0, 87.0]"
E300SA23130257_00301_214_1flight_7200_0.jpg,400,640,"[0.0, 188.0, 174.0, 212.0]"
E300PREMP00002_00727_218_1flight_7800_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00726_217_1flight_3000_2.jpg,400,640,"[102.0, 0.0, 121.0, 194.0]"
E300SA23130257_00057_043_1flight_5100_0.jpg,400,640,"[93.0, 295.0, 123.0, 105.0]"
E300SA22440034_00452_136_1flight_9300_2.jpg,400,640,"[143.0, 0.0, 85.0, 82.0]"
E300SA22440035_01510_843_1flight_3300_0.jpg,400,640,"[192.0, 291.0, 96.0, 109.0]"
E300SA23130257_00295_209_1flight_9900_2.jpg,400,640,"[59.0, 0.0, 133.0, 218.0]"
E300SA23130257_00057_043_1flight_3900_0.jpg,400,640,"[93.0, 338.0, 132.0, 62.0]"
E300SA23130257_00301_214_1flight_600_0.jpg,400,640,"[0.0, 188.0, 174.0, 212.0]"
E300PREMP00002_00726_217_1flight_10800_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
EL300858804493_00330_112_1flight_10800_2.jpg,400,640,"[329.0, 0.0, 135.0, 144.0]"
E300SA22440034_00465_143_1flight_5700_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300PREMP00002_00725_216_1flight_6900_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440034_00451_135_1flight_600_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300PREMP00002_00726_217_1flight_1800_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
EL300858804493_00184_039_1flight_9300_2.jpg,400,640,"[65.0, 0.0, 147.0, 85.0]"
EL300858804493_00188_043_1flight_3600_0.jpg,400,640,"[51.0, 0.0, 197.0, 400.0]"
E300SA23130257_00054_035_1flight_600_0.jpg,400,640,"[29.0, 191.0, 113.0, 209.0]"
E300SA22440035_01502_839_1flight_11100_0.jpg,400,640,"[205.0, 313.0, 84.0, 87.0]"
E300SA22440034_00452_136_1flight_7500_2.jpg,400,640,"[143.0, 0.0, 85.0, 82.0]"
E300SA23130257_00057_043_1flight_8700_0.jpg,400,640,"[93.0, 295.0, 123.0, 105.0]"
E300PREMP00002_00727_218_1flight_4500_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440035_01510_843_1flight_11100_0.jpg,400,640,"[185.0, 136.0, 163.0, 264.0]"
EL300858804493_00330_112_1flight_9000_2.jpg,400,640,"[329.0, 0.0, 148.0, 141.0]"
E300SA23130257_00295_209_1flight_8700_2.jpg,400,640,"[59.0, 0.0, 136.0, 224.0]"
E300PREMP00002_00725_216_1flight_900_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00053_034_1flight_2400_0.jpg,400,640,"[29.0, 191.0, 113.0, 209.0]"
E300SA23130257_00060_045_1flight_1500_0.jpg,400,640,"[303.0, 201.0, 88.0, 199.0]"
E300SA23130257_00267_198_1flight_1200_2.jpg,400,640,"[55.0, 0.0, 146.0, 128.0]"
EL300858804493_00184_039_1flight_2100_2.jpg,400,640,"[65.0, 0.0, 147.0, 85.0]"
E300SA23130257_00053_033_1flight_2700_0.jpg,400,640,"[32.0, 166.0, 140.0, 234.0]"
EL300858804493_00188_043_1flight_3000_0.jpg,400,640,"[65.0, 0.0, 215.0, 400.0]"
E300SA23130257_00060_045_1flight_300_0.jpg,400,640,"[303.0, 201.0, 100.0, 199.0]"
E300SA23130257_00060_045_1flight_2700_0.jpg,400,640,"[303.0, 201.0, 88.0, 199.0]"
E300SA23130257_00267_198_1flight_1800_2.jpg,400,640,"[48.0, 0.0, 153.0, 126.0]"
E300SA22440035_01510_843_1flight_900_0.jpg,400,640,"[160.0, 368.0, 40.0, 32.0]"
E300SA23130257_00054_035_1flight_0_0.jpg,400,640,"[11.0, 69.0, 108.0, 331.0]"
E300SA23130257_00301_214_1flight_1800_0.jpg,400,640,"[0.0, 187.0, 168.0, 213.0]"
EL300858804493_00184_039_1flight_6900_2.jpg,400,640,"[65.0, 0.0, 147.0, 85.0]"
E300SA22440035_01502_839_1flight_5100_0.jpg,400,640,"[219.0, 336.0, 79.0, 64.0]"
E300SA22440034_00451_135_1flight_5100_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300SA23130257_00295_209_1flight_3000_2.jpg,400,640,"[59.0, 0.0, 134.0, 214.0]"
E300SA22440034_00465_143_1flight_2700_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300PREMP00002_00725_216_1flight_300_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00267_199_1flight_9300_2.jpg,400,640,"[44.0, 0.0, 157.0, 128.0]"
E300SA22440034_00465_143_1flight_4200_2.jpg,400,640,"[133.0, 0.0, 107.0, 137.0]"
E300SA23130257_00295_209_1flight_4200_2.jpg,400,640,"[59.0, 0.0, 135.0, 220.0]"
E300SA23130257_00295_209_1flight_5400_2.jpg,400,640,"[59.0, 0.0, 132.0, 219.0]"
E300SA22440035_01533_862_1flight_2100_0.jpg,400,640,"[189.0, 248.0, 96.0, 152.0]"
E300SA22440034_00451_135_1flight_7500_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
EL300858804493_00330_112_1flight_3600_2.jpg,400,640,"[329.0, 0.0, 146.0, 145.0]"
E300SA22440035_01533_862_1flight_3900_0.jpg,400,640,"[189.0, 248.0, 96.0, 152.0]"
E300SA22440034_00465_143_1flight_6300_2.jpg,400,640,"[132.0, 0.0, 92.0, 121.0]"
E300SA22440034_00452_136_1flight_900_2.jpg,400,640,"[143.0, 0.0, 85.0, 82.0]"
E300SA22440034_00447_133_1flight_6300_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300SA23130257_00267_199_1flight_7500_2.jpg,400,640,"[44.0, 0.0, 157.0, 128.0]"
E300SA22440034_00452_136_1flight_3900_2.jpg,400,640,"[128.0, 0.0, 100.0, 98.0]"
E300SA22440035_01502_839_1flight_6300_0.jpg,400,640,"[240.0, 338.0, 71.0, 62.0]"
E300PREMP00002_00726_217_1flight_600_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00725_216_1flight_9300_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00267_199_1flight_900_2.jpg,400,640,"[44.0, 0.0, 157.0, 128.0]"
E300SA23130257_00053_034_1flight_4200_0.jpg,400,640,"[29.0, 191.0, 113.0, 209.0]"
E300SA22440034_00451_135_1flight_3600_2.jpg,400,640,"[85.0, 0.0, 123.0, 199.0]"
E300SA22440035_01510_843_1flight_8100_0.jpg,400,640,"[202.0, 231.0, 105.0, 169.0]"
E300PREMP00002_00726_217_1flight_7200_2.jpg,400,640,"[103.0, 0.0, 129.0, 193.0]"
E300SA23130257_00295_209_1flight_4800_2.jpg,400,640,"[59.0, 0.0, 134.0, 214.0]"
EL300858804493_00193_048_1flight_300_0.jpg,400,640,"[0.0, 0.0, 82.0, 44.0]"
E300SA23130257_00267_199_1flight_8100_2.jpg,400,640,"[44.0, 0.0, 157.0, 128.0]"
E300PREMP00002_00725_216_1flight_4500_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440035_01510_843_1flight_300_0.jpg,400,640,"[200.0, 331.0, 88.0, 69.0]"
E300SA22440034_00465_143_1flight_9900_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300SA22440034_00447_133_1flight_0_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00725_216_1flight_10500_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00727_218_1flight_12600_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00057_043_1flight_2700_0.jpg,400,640,"[131.0, 361.0, 108.0, 39.0]"
E300PREMP00002_00725_216_1flight_8100_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440035_01533_862_1flight_2700_0.jpg,400,640,"[189.0, 248.0, 96.0, 152.0]"
E300SA22440035_01510_843_1flight_4500_0.jpg,400,640,"[204.0, 340.0, 86.0, 60.0]"
E300PREMP00002_00725_216_1flight_3900_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00727_218_1flight_10200_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00053_034_1flight_5400_0.jpg,400,640,"[29.0, 191.0, 113.0, 209.0]"
EL300858804493_00188_043_1flight_4200_0.jpg,400,640,"[65.0, 0.0, 215.0, 400.0]"
E300SA22440034_00452_136_1flight_3300_2.jpg,400,640,"[130.0, 0.0, 98.0, 90.0]"
E300SA22440034_00447_133_1flight_600_2.jpg,400,640,"[83.0, 0.0, 123.0, 207.0]"
E300SA23130257_00267_199_1flight_6000_2.jpg,400,640,"[44.0, 0.0, 157.0, 128.0]"
E300SA22440035_01510_843_1flight_6900_0.jpg,400,640,"[205.0, 333.0, 89.0, 67.0]"
E300SA23130257_00295_209_1flight_1200_2.jpg,400,640,"[59.0, 0.0, 134.0, 222.0]"
E300SA23130257_00053_033_1flight_3300_0.jpg,400,640,"[32.0, 166.0, 140.0, 234.0]"
E300PREMP00002_00725_216_1flight_6300_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00726_217_1flight_4800_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440034_00447_133_1flight_7500_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300SA22440035_01533_862_1flight_5100_0.jpg,400,640,"[199.0, 285.0, 93.0, 115.0]"
EL300858804493_00330_112_1flight_6000_2.jpg,400,640,"[300.0, 0.0, 164.0, 144.0]"
E300SA22440034_00452_136_1flight_2100_2.jpg,400,640,"[143.0, 0.0, 85.0, 82.0]"
E300SA23130257_00267_199_1flight_2700_2.jpg,400,640,"[44.0, 0.0, 157.0, 128.0]"
E300PREMP00002_00727_218_1flight_3300_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
EL300858804493_00188_043_1flight_5400_0.jpg,400,640,"[65.0, 0.0, 215.0, 400.0]"
E300SA22440035_01533_862_1flight_4500_0.jpg,400,640,"[156.0, 274.0, 97.0, 126.0]"
E300SA22440035_01533_862_1flight_6900_0.jpg,400,640,"[154.0, 308.0, 93.0, 92.0]"
E300PREMP00002_00727_218_1flight_0_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440035_01510_843_1flight_9900_0.jpg,400,640,"[176.0, 231.0, 99.0, 169.0]"
E300SA23130257_00295_209_1flight_11700_2.jpg,400,640,"[59.0, 0.0, 133.0, 218.0]"
E300SA23130257_00295_209_1flight_12300_2.jpg,400,640,"[59.0, 0.0, 133.0, 222.0]"
E300SA22440034_00452_136_1flight_4500_2.jpg,400,640,"[143.0, 0.0, 85.0, 82.0]"
E300SA23130257_00053_034_1flight_1800_0.jpg,400,640,"[29.0, 191.0, 113.0, 209.0]"
E300SA23130257_00053_034_1flight_3600_0.jpg,400,640,"[29.0, 191.0, 113.0, 209.0]"
EL300858804493_00184_039_1flight_2700_2.jpg,400,640,"[53.0, 0.0, 140.0, 86.0]"
E300SA23130257_00267_198_1flight_600_2.jpg,400,640,"[55.0, 0.0, 146.0, 128.0]"
E300SA22440035_01510_843_1flight_3900_0.jpg,400,640,"[203.0, 332.0, 88.0, 68.0]"
E300SA22440035_01510_843_1flight_1500_0.jpg,400,640,"[185.0, 353.0, 63.0, 47.0]"
EL300858804493_00184_039_1flight_3300_2.jpg,400,640,"[65.0, 0.0, 130.0, 80.0]"
E300SA23130257_00295_209_1flight_3600_2.jpg,400,640,"[59.0, 0.0, 137.0, 220.0]"
E300PREMP00002_00726_217_1flight_5400_2.jpg,400,640,"[101.0, 0.0, 130.0, 196.0]"
EL300858804493_00330_112_1flight_3000_2.jpg,400,640,"[329.0, 0.0, 146.0, 142.0]"
E300PREMP00002_00726_217_1flight_7800_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00726_217_1flight_4200_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
EL300858804493_00330_112_1flight_5400_2.jpg,400,640,"[329.0, 0.0, 147.0, 141.0]"
E300SA23130257_00057_043_1flight_9900_0.jpg,400,640,"[93.0, 335.0, 131.0, 65.0]"
E300SA23130257_00301_214_1flight_2700_0.jpg,400,640,"[0.0, 188.0, 173.0, 212.0]"
E300SA22440035_01510_843_1flight_6300_0.jpg,400,640,"[206.0, 266.0, 93.0, 134.0]"
E300PREMP00002_00726_217_1flight_0_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440034_00452_136_1flight_8700_2.jpg,400,640,"[143.0, 0.0, 85.0, 82.0]"
E300SA23130257_00057_043_1flight_10500_0.jpg,400,640,"[93.0, 338.0, 132.0, 62.0]"
E300PREMP00002_00727_218_1flight_900_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00267_199_1flight_9900_2.jpg,400,640,"[39.0, 0.0, 162.0, 126.0]"
E300SA22440034_00465_143_1flight_600_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300SA23130257_00267_198_1flight_3000_2.jpg,400,640,"[37.0, 0.0, 170.0, 140.0]"
E300PREMP00002_00725_216_1flight_8700_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00295_209_1flight_7500_2.jpg,400,640,"[59.0, 0.0, 133.0, 224.0]"
E300SA22440034_00452_136_1flight_5700_2.jpg,400,640,"[142.0, 0.0, 86.0, 88.0]"
E300SA22440034_00447_133_1flight_5400_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300PREMP00002_00727_218_1flight_1500_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300PREMP00002_00725_216_1flight_5100_2.jpg,400,640,"[77.0, 0.0, 138.0, 247.0]"
EL300858804493_00184_039_1flight_900_2.jpg,400,640,"[65.0, 0.0, 147.0, 85.0]"
E300SA22440035_01510_843_1flight_11700_0.jpg,400,640,"[185.0, 227.0, 99.0, 173.0]"
E300SA23130257_00057_043_1flight_300_0.jpg,400,640,"[83.0, 336.0, 135.0, 64.0]"
E300SA23130257_00057_043_1flight_7500_0.jpg,400,640,"[93.0, 295.0, 123.0, 105.0]"
EL300858804493_00184_039_1flight_8100_2.jpg,400,640,"[86.0, 0.0, 132.0, 75.0]"
E300SA22440035_01533_862_1flight_5700_0.jpg,400,640,"[142.0, 262.0, 96.0, 138.0]"
E300SA22440034_00465_143_1flight_11400_2.jpg,400,640,"[137.0, 0.0, 111.0, 123.0]"
E300PREMP00002_00727_218_1flight_2700_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440034_00465_143_1flight_9000_2.jpg,400,640,"[133.0, 0.0, 106.0, 137.0]"
E300SA23130257_00054_035_1flight_2400_0.jpg,400,640,"[29.0, 196.0, 117.0, 204.0]"
E300PREMP00002_00725_216_1flight_12300_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440034_00465_143_1flight_12300_2.jpg,400,640,"[134.0, 0.0, 103.0, 125.0]"
E300SA23130257_00295_209_1flight_11100_2.jpg,400,640,"[59.0, 0.0, 134.0, 214.0]"
EL300858804493_00188_043_1flight_2400_0.jpg,400,640,"[65.0, 0.0, 215.0, 400.0]"
E300SA22440034_00451_135_1flight_6000_2.jpg,400,640,"[65.0, 0.0, 126.0, 230.0]"
E300PREMP00002_00725_216_1flight_2100_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA23130257_00053_033_1flight_3900_0.jpg,400,640,"[39.0, 223.0, 133.0, 177.0]"
E300PREMP00002_00727_218_1flight_9000_2.jpg,400,640,"[90.0, 0.0, 139.0, 214.0]"
E300SA23130257_00057_043_1flight_6900_0.jpg,400,640,"[93.0, 282.0, 121.0, 118.0]"
E300SA23130257_00301_214_1flight_5700_0.jpg,400,640,"[0.0, 188.0, 174.0, 212.0]"
EL300858804493_00188_043_1flight_4800_0.jpg,400,640,"[65.0, 0.0, 207.0, 400.0]"
EL300858804493_00188_043_1flight_600_0.jpg,400,640,"[65.0, 0.0, 215.0, 400.0]"
E300PREMP00002_00726_217_1flight_3600_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440034_00452_136_1flight_8100_2.jpg,400,640,"[143.0, 0.0, 85.0, 82.0]"
E300SA23130257_00267_199_1flight_300_2.jpg,400,640,"[44.0, 0.0, 157.0, 128.0]"
E300SA22440034_00465_143_1flight_3300_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300SA23130257_00053_033_1flight_1800_0.jpg,400,640,"[32.0, 166.0, 140.0, 234.0]"
E300SA23130257_00053_033_1flight_2100_0.jpg,400,640,"[38.0, 166.0, 142.0, 234.0]"
E300SA22440035_01502_839_1flight_3900_0.jpg,400,640,"[125.0, 299.0, 82.0, 101.0]"
E300SA22440035_01533_862_1flight_8700_0.jpg,400,640,"[189.0, 287.0, 93.0, 113.0]"
EL300858804493_00184_039_1flight_7500_2.jpg,400,640,"[65.0, 0.0, 147.0, 85.0]"
E300SA22440034_00451_135_1flight_1200_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300PREMP00002_00725_216_1flight_1500_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
EL300858804493_00184_039_1flight_8700_2.jpg,400,640,"[65.0, 0.0, 147.0, 85.0]"
EL300858804493_00330_112_1flight_1200_2.jpg,400,640,"[327.0, 0.0, 148.0, 141.0]"
E300SA23130257_00057_043_1flight_1500_0.jpg,400,640,"[93.0, 338.0, 132.0, 62.0]"
E300PREMP00002_00727_218_1flight_10800_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
E300SA22440034_00465_143_1flight_1800_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300SA22440034_00451_135_1flight_6900_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300SA23130257_00053_034_1flight_600_0.jpg,400,640,"[29.0, 182.0, 112.0, 218.0]"
E300SA22440034_00465_143_1flight_1200_2.jpg,400,640,"[138.0, 0.0, 102.0, 107.0]"
E300SA22440035_01502_839_1flight_3300_0.jpg,400,640,"[219.0, 336.0, 79.0, 64.0]"
EL300858804493_00184_039_1flight_300_2.jpg,400,640,"[65.0, 0.0, 147.0, 85.0]"
E300SA23130257_00057_043_1flight_900_0.jpg,400,640,"[93.0, 336.0, 123.0, 64.0]"
EL300858804493_00184_039_1flight_1500_2.jpg,400,640,"[65.0, 0.0, 147.0, 85.0]"
E300SA23130257_00053_034_1flight_1200_0.jpg,400,640,"[29.0, 191.0, 113.0, 209.0]"
E300SA22440034_00465_143_1flight_6900_2.jpg,400,640,"[137.0, 0.0, 103.0, 119.0]"
E300SA22440034_00447_133_1flight_4200_2.jpg,400,640,"[83.0, 0.0, 123.0, 210.0]"
E300SA23130257_00053_033_1flight_1500_0.jpg,400,640,"[32.0, 166.0, 140.0, 234.0]"
E300SA23130257_00057_043_1flight_6300_0.jpg,400,640,"[93.0, 295.0, 123.0, 105.0]"
E300SA22440034_00451_135_1flight_3000_2.jpg,400,640,"[88.0, 0.0, 118.0, 192.0]"
E300PREMP00002_00727_218_1flight_12000_2.jpg,400,640,"[90.0, 0.0, 133.0, 208.0]"
EL300858804493_00330_112_1flight_8400_2.jpg,400,640,"[348.0, 0.0, 138.0, 138.0]"
